brand_name,generic_name,status,reason_for_shortage,update_date,initial_posting_date
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,Current,,02/09/2026,07/14/2023
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/17/2026,02/20/2018
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,07/14/2023
VFEND,VORICONAZOLE,To Be Discontinued,,10/16/2025,10/16/2025
IRINOTECAN HYDROCHLORIDE,IRINOTECAN HYDROCHLORIDE,To Be Discontinued,,09/26/2025,09/26/2025
PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,Current,,03/12/2026,11/21/2023
DOPAMINE HYDROCHLORIDE IN DEXTROSE,DOPAMINE HYDROCHLORIDE IN DEXTROSE,Current,,03/13/2026,11/06/2017
METHOTREXATE,METHOTREXATE,Current,,03/12/2026,03/13/2023
PREVALITE,CHOLESTYRAMINE,To Be Discontinued,,05/14/2025,05/14/2025
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/16/2026,07/14/2023
TRACLEER,BOSENTAN,To Be Discontinued,,06/09/2025,06/09/2025
REYVOW,LASMIDITAN,To Be Discontinued,,11/03/2025,11/03/2025
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,01/08/2026,02/15/2023
LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/22/2012
METHYLPHENIDATE TRANSDERMAL SYSTEM,METHYLPHENIDATE,Current,,12/18/2025,02/28/2025
CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Current,,03/23/2026,03/21/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE CAPSULES,Current,,11/05/2025,07/14/2023
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,02/20/2018
,Lidocaine Hydrochloride Injection,Current,,08/19/2025,02/22/2012
ATROPINE SULFATE,ATROPINE SULFATE,Current,,03/13/2026,01/01/2012
ETOMIDATE,ETOMIDATE,Current,,03/12/2026,10/05/2022
METOPROLOL TARTRATE,METOPROLOL TARTRATE,To Be Discontinued,,06/03/2025,06/03/2025
DESIPRAMINE HYDROCHLORIDE,DESIPRAMINE HYDROCHLORIDE,To Be Discontinued,,08/12/2025,08/12/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
BUSULFAN,BUSULFAN,To Be Discontinued,,10/24/2025,10/24/2025
XYLOCAINE MPF,LIDOCAINE HYDROCHLORIDE,Current,,03/17/2026,02/22/2012
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,08/19/2025,03/23/2018
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/17/2026,10/12/2022
MIDAZOLAM HYDROCHLORIDE,MIDAZOLAM HYDROCHLORIDE,Current,,03/16/2026,04/02/2020
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Current,,03/18/2026,02/08/2019
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,02/03/2026,07/14/2023
CARBOPLATIN,CARBOPLATIN,To Be Discontinued,,03/28/2025,03/28/2025
,Lidocaine Hydrochloride Injection,To Be Discontinued,,11/07/2025,11/07/2025
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
EVEROLIMUS,EVEROLIMUS,To Be Discontinued,,01/06/2026,01/06/2026
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/12/2026,11/03/2017
PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/27/2026,04/10/2020
METHOTREXATE,METHOTREXATE,Current,,03/16/2026,03/13/2023
CARBOPLATIN,CARBOPLATIN,Current,,03/13/2026,04/28/2023
ENDOCET,OXYCODONE AND ACETAMINOPHEN,To Be Discontinued,,11/03/2025,11/03/2025
SODIUM BICARBONATE,SODIUM BICARBONATE,Current,,03/23/2026,03/01/2017
HYRIMOZ,ADALIMUMAB-ADAZ,To Be Discontinued,,01/13/2026,01/13/2026
,Nebivolol Hydrochloride Tablet,To Be Discontinued,,03/25/2026,03/25/2026
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/17/2026,02/14/2022
METHYLPHENIDATE TRANSDERMAL SYSTEM,METHYLPHENIDATE,Current,,12/18/2025,02/28/2025
AMINOSYN II,"ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, HISTIDINE, PROLINE, SERINE, N-ACETYLTYROSINE, AND GLYCINE",Current,,03/18/2026,12/08/2020
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,12/15/2025,07/14/2023
SODIUM OXYBATE,SODIUM OXYBATE,To Be Discontinued,,12/29/2025,12/29/2025
FUROSEMIDE,FUROSEMIDE,Current,,03/13/2026,04/07/2020
SYNAGIS,PALIVIZUMAB,To Be Discontinued,,08/13/2025,08/13/2025
DOBUTAMINE,DOBUTAMINE,Current,,03/13/2026,11/06/2017
,Midazolam Hydrochloride Injection,Current,,09/29/2025,04/02/2020
CLINDAMYCIN IN 5 PERCENT DEXTROSE,CLINDAMYCIN IN 5 PERCENT DEXTROSE,Current,,03/19/2026,03/21/2023
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS,CII","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS, 30 MG,CLL",Current,,03/17/2026,10/12/2022
HEXATRIONE 2%,TRIAMCINOLONE HEXACETONIDE,Current,,09/17/2025,05/04/2021
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/17/2026,10/31/2017
BICILLIN L-A,PENICILLIN G BENZATHINE,Current,,03/13/2026,04/26/2023
DOPAMINE HYDROCHLORIDE AND DEXTROSE,DOPAMINE HYDROCHLORIDE,Current,,03/23/2026,11/06/2017
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/13/2026,10/31/2017
KLONOPIN,CLONAZEPAM,Current,,03/16/2026,03/10/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,Current,,02/09/2026,07/14/2023
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,03/13/2026,02/20/2018
INSULIN ASPART PROTAMINE AND INSULIN ASPART MIX 70/30,INSULIN ASPART,To Be Discontinued,,07/21/2025,07/21/2025
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,To Be Discontinued,,06/13/2025,06/13/2025
HYRIMOZ,ADALIMUMAB-ADAZ,To Be Discontinued,,01/13/2026,01/13/2026
,Nebivolol Hydrochloride Tablet,To Be Discontinued,,03/25/2026,03/25/2026
CLONAZEPAM,CLONAZEPAM,Current,,10/15/2025,03/10/2023
VYVANSE,LISDEXAMFETAMINE DIMESYLATE,Current,,01/09/2026,07/14/2023
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,03/18/2026,02/20/2018
LACTATED RINGERS,"SODIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM LACTATE AND CALCIUM CHLORIDE",Resolved,,10/03/2025,10/11/2024
PHENERGAN,PROMETHAZINE HYDROCHLORIDE,Current,,03/12/2026,11/21/2023
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/17/2026,10/12/2022
PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,To Be Discontinued,,11/14/2025,11/14/2025
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Current,,03/17/2026,02/08/2019
METHOTREXATE,METHOTREXATE SODIUM,Current,,03/17/2026,03/13/2023
CARBOPLATIN,CARBOPLATIN,Current,,03/17/2026,04/28/2023
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
REYATAZ,ATAZANAVIR,To Be Discontinued,,06/04/2025,06/04/2025
ETOMIDATE,ETOMIDATE,Current,,03/12/2026,10/05/2022
BICILLIN L-A,PENICILLIN G BENZATHINE,Current,,03/13/2026,04/26/2023
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/17/2026,04/10/2020
RELEXXII,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/17/2026,07/26/2023
PLENAMINE,"LYSINE ACETATE, LEUCINE, PHENYLALANINE, VALINE, ISOLEUCINE, METHIONINE, THREONINE, TRYPTOPHAN, ALANINE, ARGININE, GLYCINE, HISTIDINE, PROLINE, GLUTAMIC ACID, SERINE, ASPARTIC ACID, AND TYROSINE",Current,,03/19/2026,12/08/2020
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/18/2026,02/15/2023
EVEROLIMUS,EVEROLIMUS,To Be Discontinued,,01/06/2026,01/06/2026
PINDOLOL,PINDOLOL,To Be Discontinued,,01/30/2026,01/30/2026
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,02/14/2022
METRONIDAZOLE,METRONIDAZOLE,Current,,03/23/2026,01/13/2022
,Carboplatin Injection,To Be Discontinued,,02/20/2026,02/20/2026
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/13/2026,02/22/2012
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/13/2026,02/15/2023
FUROSEMIDE,FUROSEMIDE,Current,,03/16/2026,04/07/2020
,Prazosin Hydrochloride Capsule,To Be Discontinued,,04/28/2023,04/28/2023
DOPAMINE HYDROCHLORIDE AND DEXTROSE,DOPAMINE HYDROCHLORIDE,Current,,03/23/2026,11/06/2017
MIDAZOLAM,MIDAZOLAM HYDROCHLORIDE,Current,,03/17/2026,04/02/2020
CELECOXIB,CELECOXIB,To Be Discontinued,,08/15/2025,08/15/2025
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/23/2026,02/22/2012
SODIUM ACETATE,SODIUM ACETATE,Current,,03/15/2026,02/03/2016
FUROSEMIDE,FUROSEMIDE,Current,,03/16/2026,04/07/2020
PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE,To Be Discontinued,,05/14/2025,05/14/2025
LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/22/2012
MORPHINE SULFATE,MORPHINE SULFATE,To Be Discontinued,,12/22/2025,12/22/2025
CLONAZEPAM,CLONAZEPAM,Current,,03/16/2026,03/10/2023
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/18/2026,02/20/2018
SODIUM BICARBONATE,SODIUM BICARBONATE,Current,,03/13/2026,03/01/2017
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/13/2026,10/31/2017
EVOTAZ,ATAZANAVIR AND COBICISTAT,To Be Discontinued,,11/03/2025,11/03/2025
EVEROLIMUS,EVEROLIMUS,To Be Discontinued,,03/02/2026,03/02/2026
NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,Resolved,,02/11/2026,02/29/2024
DECITABINE,DECITABINE,To Be Discontinued,,02/20/2026,02/20/2026
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,11/01/2023
ATROPINE SULFATE,ATROPINE SULFATE,Current,,03/17/2026,01/01/2012
INSULIN ASPART PROTAMINE AND INSULIN ASPART MIX 70/30,INSULIN ASPART,To Be Discontinued,,07/21/2025,07/21/2025
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/13/2026,02/15/2023
FENTANYL CITRATE,FENTANYL CITRATE,Current,,03/12/2026,12/20/2023
,Nebivolol Hydrochloride Tablet,To Be Discontinued,,03/25/2026,03/25/2026
TRAVASOL,"LEUCINE, PHENYLALANINE, LYSINE HYDROCHLORIDE, METHIONINE, ISOLEUCINE, VALINE, HISTIDINE, THREONINE, TRYPTOPHAN, ALANINE, GLYCINE, ARGININE, PROLINE, TYROSINE, SERINE",Current,,03/23/2026,12/08/2020
VYVANSE,LISDEXAMFETAMINE DIMESYLATE,Current,,01/09/2026,07/14/2023
,Sodium Bicarbonate Injection,To Be Discontinued,,11/07/2025,11/07/2025
LACTATED RINGERS,"SODIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM LACTATE AND CALCIUM CHLORIDE",Resolved,,10/03/2025,10/11/2024
SODIUM ACETATE,SODIUM ACETATE,Current,,03/12/2026,02/03/2016
FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,To Be Discontinued,,09/29/2025,09/29/2025
ALIMTA,PEMETREXED DISODIUM,To Be Discontinued,,10/16/2025,10/16/2025
PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/13/2026,04/10/2020
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/18/2026,07/14/2023
TOBRAMYCIN,TOBRAMYCIN,To Be Discontinued,,06/16/2025,06/16/2025
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
SODIUM BICARBONATE,SODIUM BICARBONATE,To Be Discontinued,,11/07/2025,11/07/2025
GEMCITABINE,GEMCITABINE,To Be Discontinued,,09/11/2025,09/11/2025
PHENOBARBITAL,PHENOBARBITAL,To Be Discontinued,,10/31/2025,10/31/2025
DEXTROSE MONOHYDRATE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,01/13/2022
LORAZEPAM,LORAZEPAM,Current,,03/23/2026,05/03/2018
VALSARTAN,VALSARTAN,To Be Discontinued,,11/19/2025,11/19/2025
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
ATROPINE SULFATE,ATROPINE SULFATE,Current,,03/17/2026,01/01/2012
HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,To Be Discontinued,,01/09/2026,01/09/2026
VUITY,PILOCARPINE HYDROCHLORIDE,To Be Discontinued,,03/24/2026,03/24/2026
DIVALPROEX SODIUM,DIVALPROEX SODIUM,To Be Discontinued,,04/28/2025,04/28/2025
MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,Current,,03/12/2026,05/30/2025
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,02/20/2018
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/13/2026,02/22/2012
QUDEXY XR,TOPIRAMATE,To Be Discontinued,,04/24/2025,04/24/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/24/2026,10/12/2022
PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,Current,,03/12/2026,11/21/2023
DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,To Be Discontinued,,05/02/2025,05/02/2025
RELEXXII,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/17/2026,07/26/2023
MARCAINE,BUPIVACAINE HYDROCHLORIDE,Current,,03/13/2026,02/20/2018
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/13/2026,02/22/2012
VALSARTAN,VALSARTAN,To Be Discontinued,,11/19/2025,11/19/2025
CORLANOR,IVABRADINE,To Be Discontinued,,03/24/2026,03/24/2026
QUINAPRIL,QUINAPRIL,Current,,11/05/2025,01/19/2023
,Epinephrine Injection,To Be Discontinued,,11/07/2025,11/07/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
CARBOPLATIN,CARBOPLATIN,Current,,09/29/2025,04/28/2023
ENDOCET,OXYCODONE AND ACETAMINOPHEN,To Be Discontinued,,11/03/2025,11/03/2025
MARCAINE,BUPIVACAINE HYDROCHLORIDE,Current,,03/13/2026,02/20/2018
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/16/2026,02/15/2023
ETOMIDATE,ETOMIDATE,Current,,03/02/2026,10/05/2022
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/16/2026,07/26/2023
CARBOPLATIN,CARBOPLATIN,Current,,03/13/2026,04/28/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,12/15/2025,07/14/2023
CARBOPLATIN,CARBOPLATIN,Current,,03/17/2026,04/28/2023
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/12/2026,06/13/2018
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,08/19/2025,03/23/2018
FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,To Be Discontinued,,09/18/2025,09/18/2025
METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,Current,,02/09/2026,12/15/2021
CEFOTAXIME,CEFOTAXIME,Current,,03/12/2026,02/17/2015
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS,CII","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS, 20 MG,CLL",Current,,03/17/2026,10/12/2022
CEFOTAXIME,CEFOTAXIME INJECTION,Current,,12/05/2025,02/17/2015
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/18/2026,02/20/2018
,Atropine Sulfate Injection,Current,,03/13/2026,01/01/2012
FLUVASTATIN SODIUM ER,FLUVASTATIN SODIUM,To Be Discontinued,,01/27/2026,01/27/2026
MIDAZOLAM,MIDAZOLAM HYDROCHLORIDE,Current,,03/13/2026,04/02/2020
CLINISOL,"LYSINE, LEUCINE, PHENYLALANINE, VALINE, HISTIDINE, ISOLEUCINE, METHIONINE, THREONINE, TRYPTOPHAN, ALANINE, ARGININE, GLYCINE, PROLINE, GLUTAMIC ACID, SERINE, ASPARTIC ACID, TYROSINE",Current,,03/23/2026,12/08/2020
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,Current,,02/09/2026,07/14/2023
PREMASOL - SULFITE-FREE (AMINO ACID),"LEUCINE, LYSINE, ISOLEUCINE, VALINE, HISTIDINE, PHENYLALANINE, THREONINE, METHIONINE, TRYPTOPHAN, TYROSINE, N-ACETYL-TYROSINE, ARGININE, PROLINE, ALANINE, GLUTAMIC ACIDE, SERINE, GLYCINE, ASPARTIC ACID, TAURINE, CYSTEINE HYDROCHLORIDE",Current,,03/23/2026,12/08/2020
LIRAGLUTIDE,LIRAGLUTIDE,Current,,08/19/2025,07/18/2023
SODIUM BICARBONATE,SODIUM BICARBONATE,Current,,03/17/2026,07/24/2017
FUROSEMIDE,FUROSEMIDE,Current,,03/13/2026,04/07/2020
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
CLONAZEPAM,CLONAZEPAM,Current,,08/19/2025,03/10/2023
METHOTREXATE,METHOTREXATE,Current,,03/13/2026,03/13/2023
CLONAZEPAM,CLONAZEPAM,Current,,08/19/2025,03/10/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,Current,,03/18/2026,07/14/2023
ALDACTONE,SPIRONOLACTONE,To Be Discontinued,,12/10/2025,12/10/2025
HEPARIN SODIUM IN SODIUM CHLORIDE,HEPARIN SODIUM,Current,,03/23/2026,11/14/2017
NITROGLYCERIN,NITROGLYCERIN,Resolved,,12/15/2025,10/06/2023
CLONAZEPAM,CLONAZEPAM,Current,,01/05/2026,03/10/2023
RELEXXII,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/17/2026,07/26/2023
CLONAZEPAM,CLONAZEPAM,Current,,01/05/2026,03/10/2023
VYVANSE,LISDEXAMFETAMINE DIMESYLATE,Current,,01/09/2026,07/14/2023
URSODIOL,URSODIOL,To Be Discontinued,,03/28/2025,03/28/2025
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/13/2026,10/31/2017
DELFLEX,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE",To Be Discontinued,,03/10/2026,03/10/2026
CLONAZEPAM,CLONAZEPAM,Current,,10/15/2025,03/10/2023
METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,Current,,03/16/2026,12/15/2021
TYBOST,COBICISTAT,To Be Discontinued,,10/07/2025,10/07/2025
SELZENTRY,MARAVIROC,To Be Discontinued,,01/20/2026,01/20/2026
AZACITIDINE,AZACITIDINE,Current,,03/17/2026,12/18/2020
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,03/17/2026,03/23/2018
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,To Be Discontinued,,05/19/2025,05/19/2025
DEXMEDETOMIDINE,DEXMEDETOMIDINE,Current,,03/18/2026,04/10/2020
METRONIDAZOLE,METRONIDAZOLE,Current,,09/29/2025,01/13/2022
,Desipramine Hydrochloride Tablet,To Be Discontinued,,08/12/2025,08/12/2025
METHYLPHENIDATE HYDROCHLORIDE EXTENDED-RELEASE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/16/2026,07/26/2023
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,03/13/2026,02/20/2018
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,03/12/2026,06/06/2018
KLOR-CON,POTASSIUM CHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/18/2026,04/10/2020
MIDAZOLAM,MIDAZOLAM HYDROCHLORIDE,Current,,03/17/2026,04/02/2020
DEXMEDETOMIDINE IN DEXTROSE,DEXMEDETOMIDINE,Current,,03/18/2026,04/10/2020
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/02/2026,07/26/2023
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,03/18/2026,02/20/2018
XYLOCAINE MPF,LIDOCAINE HYDROCHLORIDE,Current,,03/17/2026,02/22/2012
QUINAPRIL,QUINAPRIL,Current,,02/02/2026,01/19/2023
DEXTROSE,DEXTROSE,Current,,03/19/2026,02/14/2022
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/17/2026,10/31/2017
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,Current,,03/18/2026,04/10/2020
DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,Current,,03/27/2026,12/15/2021
CEFEPIME,CEFEPIME,To Be Discontinued,,02/10/2026,02/10/2026
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/13/2026,02/22/2012
,Quinapril Hydrochloride Tablet,To Be Discontinued,,10/01/2025,10/01/2025
DEXTROSE,DEXTROSE,Current,,03/18/2026,10/11/2024
NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,Resolved,,02/11/2026,02/29/2024
DEXTROSE,DEXTROSE,Current,,03/19/2026,03/01/2022
MIDAZOLAM,MIDAZOLAM,Current,,03/12/2026,04/02/2020
CELECOXIB,CELECOXIB,To Be Discontinued,,08/15/2025,08/15/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/05/2026,10/12/2022
RIFAMPIN,RIFAMPIN,Current,,03/02/2026,12/22/2021
XYLOCAINE,"LIDOCAINE HYDROCHLORIDE,EPINEPHRINE BITARTRATE",Current,,03/17/2026,10/14/2016
,Nebivolol Hydrochloride Tablet,To Be Discontinued,,03/25/2026,03/25/2026
,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,,06/13/2025,06/13/2025
ADDERALL,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
CLONAZEPAM,CLONAZEPAM,Current,,03/16/2026,03/10/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/16/2026,07/14/2023
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,03/02/2026,12/22/2020
ESZOPICLONE,ESZOPICLONE,To Be Discontinued,,06/26/2025,06/26/2025
ALIMTA,PEMETREXED DISODIUM,To Be Discontinued,,10/16/2025,10/16/2025
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/18/2026,10/11/2024
MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,To Be Discontinued,,04/28/2025,04/28/2025
FERRIPROX,DEFERIPRONE,To Be Discontinued,,11/07/2025,11/07/2025
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/12/2026,07/14/2023
STERILE WATER,WATER,Current,,03/17/2026,11/23/2021
